translation,label,channel,sample_rate,duration
ወንጌላዊ ት ቤተ ክርስቲያን ደግሞ ወንጌል ን በመላ አገሪቱ ለሚገኙ የቤተ ክርስቲያኒቱ አማኞች የ ም ታስተምር አንድ ቤተ ክርስቲያን ና ት,tr_9755_tr095077,1,8000,8.448
ማንኛውም የ ጠቅላላ አስተዳደር ስራ በ ኢትዮጵያውያ ን እንዲ ከናወን የሚ ለውም ደንብ ተሽሮ ለ ኤርትራውያን ተሰጥቷ ል,tr_6005_tr61006,1,8000,7.296
ሌላው በ አስ ዋን ደለል ዙሪያ ያለው የ ጨው ክምችት ጉዳይ ነው,tr_2559_tr26060,1,8000,7.552
በ ጉዳዩ ዙሪያ አስተያየታቸው ን የ ጠየቅናቸው ታዛቢዎች እንዳሉት ከሆነ ጣሊያን ና ኢትዮጵያ በ ኢትዮ ኤርትራ ጦርነት ጊዜ ና በ ሱማሊያ ጉዳይ ዙሪያ አለመግባባቶች አ ሏቸው,tr_648_tr07048,1,8000,11.52
ወይዘሮ ባፈ ና በ እን ጉር ጉ ሯቸው የ ታወቁ ናቸው,tr_10869_tr09143,1,8000,3.584
ተድላ በልጅነ ቱ ቆረ በ,tr_10491_tr06146,1,8000,3.456
አትሌቶች እንዴት መሆን አለ ባቸው ም ን ማድረግ አለ ባቸው የሚሉ ጥያቄዎች ን እያነሳ ቅድመ ሁኔታዎች ን ያሟላ ል,tr_3912_tr40013,1,8000,6.784
ለ ትሪፖሊ ው ስብሰባ መክሸፍ ኢትዮጵያ ኤርትራ ን ስት ከ ስ ኤርትራ ም ኢትዮጵያ ን በ እንቅፋት ነት አቅርባ ለች,tr_316_tr04016,1,8000,7.296
መንግስት ለ ኢትዮጵያውያ ን ስደተኞች የሚ ጠቅም አሰራር እንዲ ዘረጋ ተጠየቀ,tr_718_tr08018,1,8000,5.632
በዚህ ጉዳይ ላይ የ ፕሮጀክቱ አስተባባሪ የሆኑት አቶ ኤልያስ እንዳለ ን ም ን አስተያየት እንዳ ላቸው በ ስልክ ጠይቀ ናቸው ነበረ,tr_9501_tr093063,1,8000,8.32
ለ ሂደቶች መስመር ማስያዝ ና ቅደም ተከተል መስጠት ነው,tr_9919_tr097001,1,8000,3.84
በ ተያያዘ ዜና የ ሱዳን የ ውጪ ጉዳይ ሚኒስትር በ በኩላቸው ለ ኢትዮጵያዊ አ ቻቸው ባስተላለ ፉት መልእክት አሜሪካ በ ሱዳን ላይ የምት ፈጽመው ን ደባ ዎች አጋልጠ ዋል,tr_2690_tr27091,1,8000,13.824
ያሉ ብን ሌሎች ፈተና ዎች ደሞ የ ደህንነት ጉዳዮች ናቸው,tr_8860_tr88021,1,8000,6.528
የ ኢትዮጵያ ታሪክ ሂደት ውጤት ወይ ስ ተረት,tr_1454_tr15055,1,8000,4.992
በ አዋሳ ትምህርት ቤቶች ዛሬ ም ዝግ ናቸው,tr_3514_tr36015,1,8000,3.84
እናንተስ እነማን ና ችሁ የሚ ል ጥያቄ ያስከትላል,tr_1855_tr19056,1,8000,4.48
ዛሬ የ በላ ና ት ቀይ ወጥ ሁ ርጥ ያለች ና ት,tr_10664_tr13129,1,8000,4.608
መጋቢ ብሉይ ተክለ ማሪያም የተወለዱ ት ዳ ጔ ነው,tr_10675_tr13140,1,8000,4.736
ይህንን ነው መረዳት ያለ ባቸው,tr_4037_tr41038,1,8000,2.944
በ ከተሞች መሬት ን በ ሊዝ መያዝ ተ ጀም ሯል,tr_9760_tr095082,1,8000,3.2
ፖሊስ ሁኔታው ን ለ ማረጋጋት ባደረገ ው እንቅስቅሴ በርካታ ተማሪዎች ን በ ቁጥጥር ስር አ ው ሏል,tr_6177_tr62078,1,8000,8.576
ባለፈው ሀሙስ ሁለት ተገደሉ ስድስት ቆሰሉ,tr_1079_tr11080,1,8000,5.632
የተከበረ ውን የ ረመዳን ወር ምክንያት በማድረግ ለ ሙስሊሙ ና ለሙስሊሟ መልእክት ተላለፈ,tr_4520_tr46021,1,8000,6.272
የፓትር ያል ኩ የ ሮማን ያ ጉዞ ነቀፌታ አስከተለ ተቃውሞው ም ነቀፌታ ውም ከተ ጧጧፉ ባቸው አመታት ተቆጥ ረዋል,tr_6861_tr69062,1,8000,13.568
ይኸው ከ ሱዳን የ ሚገኘው ነዳጅ አገሪቱ በ አለም ገበያ ስት ገዛ በ አመት ታወጣ የነበረው ን የ ሰባት ሚሊዮን ዶ ራል ወጪ እንደሚ ቀንስ ላት ስራ አስኪያጁ ገልጸዋል,tr_6460_tr65061,1,8000,8.96
ጉባኤው ን ያዘጋጁት የ ሲቪል ተግባር ማህበር ና የ ኢትዮጵያውያ ን ተራድኦ ማህበር ናቸው,tr_9587_tr094029,1,8000,4.48
እኛ የምና የ ው ግን የ ተቀጽላ ነት ጸባይ ነው,tr_9960_tr097042,1,8000,4.48
የ ቡድን መሪው በ ተፈጠረው ስራ ደስተኛ ባለ መሆናቸው ለ ጊዜው ስራቸው ን እንደለቁቁ ነው የሚ ወራው,tr_7299_tr73100,1,8000,7.808
ባለፈው አመት ከ አገር ውጭ እንደ ነበሩ ና በውጭ የሚኖሩ ኢትዮጵያውያ ን ን እንዳነጋገሩ ለማወቅ ች ለናል,tr_1594_tr16095,1,8000,8.064
የ ኢትዮጵያ ቦይንግ ጀት በ ህንድ አደጋ ገጠመው,tr_2247_tr23048,1,8000,4.224
ለወደፊቱ በሚ ዘጋጀው ጉባኤ የ በ ኩሌን ሀሳብ ለ ካድሬው ይዤ አቀርባ ለሁ,tr_365_tr04065,1,8000,5.76
የአልጀርሱ ስምምነት ተግባራዊ የሆነበት ን ቅርጽ ና ይዘት እንዲ ያገኝ ያደረገች ው ሀገራችን ነች,tr_8130_tr82011,1,8000,6.272
በ እነዚህ ጉባኤ ዎች የ ኦሮሚያ የ ደቡብ እና የ ትግራይ ክልላዊ መንግስታት ምክር ቤቶች የ የ ክልሎቹ ን ፕሬዜዳን ቶችና ምክትል ፕሬዚዳን ቶችን እንደሚ ሰይሙ ታውቋል,tr_7774_tr78075,1,8000,10.24
በ ቦንብ ድብደባው ሳቢያ አንድ ኢትዮጵያዊ በ ፓሪስ አ በደ,tr_2906_tr30007,1,8000,5.632
የተለያዩ የ ትግራይ አውራጃ ተወላጆች ገንዘባቸው ን አዋጥ ተው የ ልማት ተቋማትን እንዲ መሰርቱ ትልማ አይ ፈቅድ ም,tr_10000_tr097082,1,8000,9.088
አቶ ታምራት ጠቅለይ ሚንስትር መለስ ና ጄኔራል ጻድቃን እንዳስ ፈራ ሯቸው ለ ፍርድ ቤት ተናገሩ,tr_7624_tr77025,1,8000,5.76
ጦርነቱ እንደ ተጀመረ ነበር ው ሎችን ወደ ማገላበጥ የ ተገባው,tr_1910_tr20011,1,8000,5.376
ኬንያ ዎች ሰሞኑ ን በ ተደረጉት ውድድሮች ላይ በ ብዛት ውጤት በ ማምጣት መጪው ን የ ሲድኒ ኦሎምፒክ በ ብሩህ ተስፋ እየ ጠበቁ ነው,tr_3828_tr39029,1,8000,8.96
አይ ርላንዳ ዊውን በረኛ ጊቭን ጆርጂያ ዊውን ኬትስባያን ዴ ዴንማርካዊ ውን ቶማስ ን አስመጣ,tr_3839_tr39040,1,8000,8.832
ጫ ቷን ባንድ ጉንጯ ወጥራ ሀሺ ሿ ን ስታ ጨስ ነው በ ፖሊስ ቁጥጥር ስር የ ዋለች ው,tr_10690_tr03107,1,8000,6.272
በ ሶስተኛ ደረጃ በጣም ጥቃቅን የ ሚዲያ ውጤቶች ናቸው እየ ታዩ ያሉት,tr_9228_tr091029,1,8000,6.912
እንስራ ው ተ ሸነቆረ,tr_9556_tr093118,1,8000,3.328
ኢትዮጵያውያ ን አርቲስቶች አካላዊ በደል ተፈጸመባቸው,tr_9016_tr89057,1,8000,3.712
የ ውስጥ ኦዲተሮች በ አንዳንድ መስሪያ ቤቶች በ ፋይናንስ ና አስተዳደር ስር ያሉበት ሁኔታ አለ,tr_8913_tr88074,1,8000,7.04
አሊ በ ረሀብ ኩ ርምት ብሏል,tr_10035_tr097117,1,8000,3.584
ሌሎች ንም ኤርትራዊ ያኖች እስረኞች ስ ም ጠራ ልኝ,tr_8554_tr85075,1,8000,5.12
የ እኛ ዳቦ ግን በ ፕላስቲክ የ ታሸገ ብስኩት መሰል ደረቅ ስንቅ ነው,tr_6155_tr62056,1,8000,6.656
ፊዮረንቲና ዎች ሮቢን እን ወድ ሀለን እያሉ በ እንባ ነበር የ ሸኙት,tr_233_tr03033,1,8000,8.064
የ ኖህ ሰራተኞች ብሶት እያ ሰሙ ነው,tr_4015_tr41016,1,8000,3.84
ለዚህ ም ክለቡ ቅጣት እንደሚ ወስድ ባቸው ተ ገልጿ ል,tr_6486_tr65087,1,8000,3.84
ምንጮቻችን እንደሚ ሉት አቶ ገዛ ኸኝ በ ኢትዮጵያ ንግድ ባንክ በ ከፍተኛ የ ሀላፊነት ያገለገሉ ት ለ ሁለት አመት ተኩል ብቻ ነው,tr_5712_tr58013,1,8000,6.528
ኤዲ ያሚን እንኳ ን እንደ ዚህ አላደረገ ም,tr_5642_tr57043,1,8000,3.072
ከ ሀያ አራት ክለቦች ስምንቱ የመጀመሪያ ዎቹ ብቻ ናቸው ወደ ሁለተኛ ዙር የሚያልፉ ት,tr_8293_tr83054,1,8000,6.4
በዚህ ትርኢት ከ ተለያዩ ትያትር ቤቶች የተውጣጡ ተወዛዋዦች እጅግ ባ ማሩ ና ኢትዮጵያዊ ው ባህል ን በ ጠበቁ አልባሳት ተው በ ው ባህላዊ ጭፈራ ዎችን አሳይ ተዋል,tr_3021_tr31022,1,8000,10.752
ክቡር እ ም ክቡራን እ ድምተኞቼ ሰላም ና ጤናው ን የ ገዢዎች ገዢ የ ጌቶች ጌታ የ ሆነው እግዚአብሄር ይ ሰጣችሁ ዘንድ እ ለምነ ዋለሁ,tr_1161_tr12062,1,8000,9.088
ስምንት ሚሊዮን ህዝብ ተር ቧል,tr_2726_tr28027,1,8000,2.304
ናዝሬት ላይ ደግሞ አዳማ ከነማ ከ ባንኮች ተጫውተ ዋል,tr_2328_tr24029,1,8000,6.4
ጉባኤው ውይይቱ ን ማክሰኞ ማጠናቀቅ ሲ ገባው በ ፕሬዝዳንት ኢሳያስ መታመ ም ወደ እሮብ ሊያ ዛው ረው ተገ ዷል,tr_8614_tr86015,1,8000,11.776
ኦ ኤስታዶ ደ ሳኦፖሎ የተባለ ጋዜጣ ደግሞ ዛጋሎ ለምን ሮናልዶ ን እንዳሰ ለፉት አያውቅም ብሏል,tr_2339_tr24040,1,8000,12.288
ነጋዴ ዎቹ በ ግልጽ አ ናገሩት እንጂ በ እጃቸው ላይ ገንዘብ እንደሌላ ቸው ሲገልጹ ከ ባንክ ብድር መሸሽ መጀመራቸው ን ነው የ ጠቆሙ ት,tr_2676_tr27077,1,8000,11.008
በ ውድድሩ እንዲካፈሉ ሙሉ ወጪው ን ችሎ የ ጋበዘ ው የ ሱዳን እግር ኳስ ፌዴሬሽን ነው,tr_1877_tr19078,1,8000,5.888
በሚ ቀጥሉ ት ጥቂት ሳምንታት ሶስት መቶ ሀምሳ ኢትዮጵያውያ ን ን ወደ ቦታው በ መጓጓዝ ሌሎች ሁለት ተጨማሪ ጣቢያዎች ለ መገንባት ውሳኔ ተላል ፏል,tr_1643_tr17044,1,8000,8.704
ሪፖርተሩ ሁኔታው ን እንደሚ ከተለው አጠናቅ ሮ ታል,tr_1713_tr18014,1,8000,3.84
እ ብዱ አስፋልቱ ላይ የ ኰለኰ ለ ው ድንጋይ መኪና አላ ሳልፍ አለ,tr_10521_tr53129,1,8000,4.48
በዚህ የ ሎስ አንጀ ለሱ ታይምስ ዘገባ አንድ ምእራባዊ ዲፕሎማት ባለፈው ሀሙስ እንደ ተናገሩት ኤርትራውያን ተሳስ ተ ን ነበር ማለት ያስፈልጋቸው ነበር,tr_5573_tr56074,1,8000,8.192
አሁን ትልቁ ና ዋናው ነገር ተ ፈጽሟ ል,tr_7433_tr75034,1,8000,4.352
በ ትክክለኛ እድሜ ላይ የሚገኙት ን ወጣቶች ና ታዳጊዎች ን አቅርበ ን ውጤት ካመጣ ን በ ወርቅ ጽሁፍ ስማችን ን በ ታሪክ ማህደር ላይ ጻፍ ን ማለት ነው,tr_240_tr03040,1,8000,11.904
እርግጥ ነው የኤርትራ ትግሪኛ ተናጋሪዎች በ ተመቻቸላቸው ታሪካዊ አጋጣሚ ምክንያት የ ትግሪኛ ጽሁፍ ቋንቋ ነቱ እንዲ ዳብር ና እንዲ በለጽግ ያበረከቱ ት አስተዋጽኦ አሌ የማይ ባል ነው,tr_5251_tr53052,1,8000,10.88
ዘመናዊ ውን የ አሜሪካ ህይወት ሲ ቀጭ ከርሞ ጰጰሰ ይ ሉናል,tr_9166_tr90087,1,8000,6.272
የ ወደቡ ተገልጋ ይ ኢትዮጵያዊያ ን ነጋዴዎች ግን ችግሮች እንደሚያ ጋጥሟ ቸውና በደል እንደሚደርስ ባቸው ተናግረ ዋል,tr_7916_tr80017,1,8000,8.576
መለስ ዜናዊ ደጋፊዎቻቸው ን አሜሪካን ና ኢሳያስ ን ክደው ወደ ሱዳን ይ ላጠ ቃሉ የሚለው ተስፋ ጠባብ ነው,tr_6095_tr61096,1,8000,7.296
ነገር ግን ሊ ሰሩ ላቀዱ ት የ ልማት እንቅስቃሴ እንቅፋት የሚሆኑ ባቸው ሰዎች እየ ገጠሟ ቸው መሆኑን ሳይ ጠቅሱ አ ላለፉ ም አስተዳዳሪ ው,tr_4406_tr45007,1,8000,7.424
የ ኢትዮጵያ ቡና ዋ ና አሰልጣኝ ለ ሶስት ወራት ታገዱ,tr_2298_tr23099,1,8000,4.992
በ ሱዳን የሚገኙ ኢትዮፕያ ውያን ስደተኞች ከ ትላንት በስቲያ በ ተባበሩት መንግስታት የ ስደተኞች ጉዳይ ኮሚሽን ትብብር ወደ አገራቸው መመለስ መጀመራቸው ታወቀ,tr_6546_tr66047,1,8000,7.424
አስመራ ዎች ዋሽንግተን ዲሲ ያለው ኤምባሲያቸው የ ኒውዮርኩ ቋሚ መልእክተኛ ጽህፈት ቤታቸው ግለሰብ ካድሬ ዎቻቸው ከ ክስተቶች እየ ቀደሙ የሚ ሰጡት መግለጫ ይህንን ይ ጠቁ ማል,tr_7792_tr78093,1,8000,12.16
የ ትምህርት ደረጃቸው ንና የ አገልግሎት ሁኔታ ቸውን ስን መረምር የሚ ደረስ በት ድምዳሜ የ ፕራይቬታይዜሽ ን ን ክህደት የ ተሟላ እውቀት ና ልምድ ባላቸው ሰዎች እንዲመራ መንግስት የነበረው ን ፍላጐት በ ግልጽ ያሳ ያል,tr_2265_tr23066,1,8000,14.848
አይ ና ማ ዪቱ ሙሽራ አንደኛ ሙ ዜ ዪቱ ን ስታ ጐር ሳት ነበር,tr_8455_tr84096,1,8000,6.272
የኤቨርተኑ ን አጥቂ ዳን ፌርጉሰን ን ብቻ ነው በ እጁ ያስገባው,tr_4139_tr42040,1,8000,4.992
የ እንግሊዝ መንግስት በ ኢትዮጵያ የ ልማት ትልሞች ውስጥ የበኩሉ ን አስተዋጽኦ አጠናክሮ እንዲቀጥል ፕሬዚዳንት ግርማ ጠይቀ ዋል,tr_6068_tr61069,1,8000,7.808
በ ብራስልስ ግን ሶስት ዙር ተኩል ብቻ ውን ነው የ ሮጠው,tr_4128_tr42029,1,8000,4.992
እኛ አፍሪካውያን በ ኢትዮጵያውያ ን ኮራ ን,tr_383_tr04083,1,8000,3.84
ሚግ ሀያ ሶስት የ ቀረው ን ስራ ሙሉ በ ሙሉ እንዳ ጠናቀቀ ለማወቅ ተችሏል,tr_9091_tr90012,1,8000,5.632
በ ተለያዩ አጋጣሚ ዎች በ እጃቸው የገባ ውን ገንዘብ በ ሳኡዲ ባንክ ማስቀመጣቸው ን በ እርግጠኝ ነት የሚናገሩ እነዚሁ ምንጮች አያይዘው እንደ ገለጹት ከ ትግል በኋላ ጥያቄ ው ተነስቶ ነበር,tr_7361_tr74062,1,8000,11.008
በ ተለያዩ የመንግስት መስሪያ ቤቶች ና ድርጅቶች ከሚ ሰሩ የኤርትራ ተወላጆች መካከል አንዳንዶቹ ከስራ ተባ ረዋል ብዙዎቹ ደግሞ ደመወዝ እየተ ከፈላቸው እረፍት እንዲወስዱ ተደረገ ዋል,tr_1572_tr16073,1,8000,9.856
ይህን ማስተካከል የሚ ቻለው የ እጅ ጡንቻ ዎች ሲ ዳብሩ ነው,tr_3432_tr35033,1,8000,5.12
እነዚያ ሰዎች ሌላ አገር አለ ን የሚሉ ናቸው,tr_3793_tr38094,1,8000,4.352
ሆቴል ም እንደ ገባሁ ስማቸው ን አጠና ያደረግ ነውን ውይይት ም አስብ ነበር,tr_10078_tr098040,1,8000,4.736
ፕሮጀክቶቹ ን ለ ማዘጋጀት ና ለ ማቀነባበር እንዲሁም ጥናቱ ንና ዲዛይኑ ን ተግባራዊ ለማድረግ እንዲቻል ከ ሶስቱ ም ሀገሮች የተውጣጡ ባለሙያዎች ያሉት የ ፕሮጀክት ጽፈት ቤት እንደሚኖር ም ሚኒስትሩ ገልጸዋል,tr_1260_tr13061,1,8000,14.72
በ ማጠቃለያ ውም በ እርዳታ አ ሰባሰቡ ወቅት ኢህአዲግ በ በጐ አይ ን የማ ይመለከታቸው ና በ አሸባሪነት ጠርጥሬ ያ ቸዋለሁ የሚ ላቸው ኢትዮጵያውያ ን የ ህግ ታራሚዎች ሳይ ቀሩ በ እርዳታው ተሳትፎ ማድረጋቸው ን አመልክ ቷል,tr_68_tr01068,1,8000,17.024
በ አጥቂ መስመር ተሰልፎ የሚ ጫወተው አስራ ሁለት ቁጥሩ ከ አማካዮ ች የተሰጠ ውን ኳስ ያለምን ም ጭንቀት ያደርስ የነበረው ለ ጊዮርጊስ ተጫዋቾች ነበር,tr_3767_tr38068,1,8000,11.904
ጠቅ ጣቃ ና ሰው የማይገባ በትን ወይም የማይደርስ በትን ልድረስበት ቢል ለ አደጋ የሚያ ጋልጠው ን በ ሂሊኮፍ ተሮች ና በ ሌሎች ም ዘመናዊ ቴክኖሎጂ ዎች ለ ማጥፋት የሚቻል በት መንገድ እየ ተፈለገ መሆኑን አብራር ተዋል,tr_4364_tr44065,1,8000,14.208
እኔ ም እነኚህ ን መመሪያዎች ተግባራዊ እያደረ ኩኝ ነው,tr_3637_tr37038,1,8000,5.504
በ ትናትና ውም እ ለት ተሰነይ ን መያዟ ን ይፋ አድርጋ ለች,tr_6679_tr67080,1,8000,4.224
እናንት ዬ ተናግሮ ከሚያ ና ግር ይሰው ራችሁ,tr_3803_tr39004,1,8000,4.096
ጉና ንግድ ና ወንጂ ስኳር መውረዳ ቸው ተረጋግጧል,tr_8271_tr83032,1,8000,4.48
ይሁን ና የ ፍተሻው ምክንያት በ መንግስት መገናኛ ብዙሀን አል ተገለጸ ም,tr_1769_tr18070,1,8000,5.504
አገራዊ አንድምታ ውን ስን መለከት ሁለት ተጻራሪ የሆኑ ክስተቶች ን ያዘ ለ ሂደት ሆኖ እና የ ዋለን,tr_552_tr06052,1,8000,7.04
እኛ ኢትዮጵያዊያ ን እንጂ ኤርትራዊያን አይደለ ንም,tr_7589_tr76090,1,8000,3.712
ትንሿ ደግሞ በ አፌ ልት ወጣ ስትል አስቸገረ ች,tr_8238_tr82119,1,8000,3.584
በ እርቅ ሰበብ አለ ባብሰው የሚያልፉ ት ጉዳይ ም እንደ ገና ሊ ያገረሽ እንደሚ ችል እንገ ም ታለን,tr_6254_tr63055,1,8000,5.504
ጥሩ የ ህሊና ትምህርት እየ ሰጡኝ ናቸው,tr_5587_tr56088,1,8000,3.2
ኢትዮጵያ ብቃት ያለው ና በ ትጥቅ የ ደረጀ ተዋጊ አላ ት,tr_5090_tr51091,1,8000,4.736
የ ኢትዮጵያ መንግስት ወታደራዊ ግንባታ ዎችን እያሳደገ መምጣት ካለ በት ስጋት አኳያ ሊሆን እንደሚ ችል አንዳንድ አስተያየት ሰጭ ቺ ዎች ይናገራሉ,tr_7802_tr79003,1,8000,9.344
ትግል ደግሞ ያለ መስዋእትነት ዘ በት ነው,tr_3350_tr34051,1,8000,4.224
እንደ ውም አንድ ከፍተኛ የ አፍሪካ ዲፕሎማት የ ሚስተር የማነ ገብረአብ ወደ አዳራሹ መግባት ን ኢን ቮለንተሪ ዳንስ የ ግዳጅ ዳንስ ሲሉ አሽሟ ጠዋል,tr_2164_tr22065,1,8000,9.472
አልፎ ተርፎ ስያሜው በ ሀይማኖት ሙስ ሌ ም በ ቋንቋ ግን ትግሪኛ ተናጋሪ የሆኑት ን ጀበርቴዎች ን የሚነ ጥል ነው,tr_4951_tr50052,1,8000,8.448
የሩሲያ ው ፕሬዚዳንት ኢትዮጵያ ን ሊ ጐበኙ ነው,tr_9826_tr096028,1,8000,3.328
ወላጆቹ ን በ ሙሉ በ ሞት ተነጥ ቋል,tr_1883_tr19084,1,8000,4.096
የ አትሌቲኮ ማድሪድ ፕሬዝዳንት ጂ ስ ጄል በ ደረሰባቸው ክስ መሰረት ከ እስር ቤት እንዲ ያርፉ ተደርጐ ነበር,tr_8768_tr87049,1,8000,11.008
ኒዘርላንድ እርዳታ ዋን እንደምት ቀንስ ተገለጠ,tr_9682_tr095004,1,8000,5.504
ችግሩ ን ተንበርካኪ ነትና ውጫዊ ነው ነው የሚሉት,tr_492_tr05092,1,8000,5.248
አንዳንድ ግለሰቦች በ ወቅቱ እውነት ያሸንፋ ል በ ማለት ድጋፋቸው ን ሲ ሰጧቸው ተስተ ው ሏል,tr_7449_tr75050,1,8000,6.912
ሆኖ ም ግን ፕሬዝዳንት ነጋሶ አግባቢ ዎቻቸውን ትክክል አለ መሆናቸው ን ገልጸው ጥያቄዎቻቸው ን እንደማይ ቀበሏቸው ና ጥያቄ ያቸውን እንዲ ያቆሙ በ መንገር የመ ለ ሷቸው መሆኑ ታውቋል,tr_5509_tr56010,1,8000,9.856
እዚህ ላይ ዩኒቨርስቲ ዎችና ኮሌጆች ም ን ደረጃ ላይ እንደሚገኙ ከ በጀት አመዳደቡ መረዳት አ ያስቸግር ም,tr_5150_tr52051,1,8000,9.216
የ ኢትዮጵያ ና የኤርትራ ባለስልጣናት ዘ ሄግ ላይ ተገናኙ,tr_7010_tr71011,1,8000,3.968
